product_id,asin,review_id,product_title,star_rating,review_body,review_date,summary,verified_purchase,review_date_iso
p3,B000084DWM,ALJQR7WQZFZEY,,2.0,"I fed my cats Science Diet for years, until recently when I actually read the ingredients and did a little research.  Specifically, here are the first 7 ingredients of this food (full ingredients lists included below):
Chicken, Whole Grain Wheat, Corn Gluten Meal, Pork Fat, Powdered Cellulose, Chicken Meal, Wheat Gluten

Now compare the top 7 ingredients in Solid Gold Indoor Cat Chicken, Lentil, and Apple food:
Chicken, Chicken Meal, Lentils, Peas, Turkey Meal, Pea Protein, Pea Fiber

Which one looks healthier to you?  Here's a hint -- healthy cats do not need whole wheat, which is just an unnecessary (and cheap) carbohydrate filler, and gluten is not a good form of protein for cats and can actually cause digestive upset.  Powdered cellulose is added for fiber but is usually made from pine trees in cat food and is not healthy for cats in large quantities.  Now read the ingredients lists again.  Science Diet is about making profits with cheap ingredients, NOT making healthy cat food -- I gave it 2 stars only because at least it's made in the USA.  In fact, the excessive amount of wheat in Science Diet can actually prevent a cat from absorbing the actual nutrients in the food.  Solid Gold, on the other hand, is a holistic food that is wheat and gluten free and includes probiotics, which Science Diet does not.  They also have been around for over 40 years so must be doing something right.  After switching to Solid Gold my cats' fur went from dull and dry to shiny and soft, which to me is a good indication of overall better health and nutrition.  By the way, I've tried three different Solid Gold flavors with our guys and they absolutely LOVE them all.  I actually use the lower calorie version as a healthy ""treat"" for our cats and they devour it, and even a small bag is MUCH cheaper per pound than buying ""special"" treats that are often much less healthy.  Win win!

Now here's the kicker -- I did the math and this Solid Gold food is only 15% more expensive per pound than the Science Diet here on Amazon (using biggest bags available to compare).  That's not a lot folks, especially when it comes to your cat's health and well being, not to mention the potential to avoid costly vet bills later on.  I went with Solid Gold for its quality ingredients and relatively low cost, but there are several others that also look good (i.e. Merrick).

I took the time to write this because I wish I had known this information years ago and feel very guilty I haven't done better as a parent for my little loved ones, so I'm hoping this helps you make better decisions now.  Anyway, hope this helps and FYI here are the complete ingredient lists for both foods (notice where the fruits and vegetables fall on the list for each food):

Science Diet:
Chicken, Whole Grain Wheat, Corn Gluten Meal, Pork Fat, Powdered Cellulose, Chicken Meal, Wheat Gluten, Dried Beet Pulp, Chicken Liver Flavor, Soybean Oil, Lactic Acid, Fish Oil, Choline Chloride, Potassium Chloride, Calcium Sulfate, L-Lysine, vitamins (Vitamin E Supplement, L-Ascorbyl-2-Polyphosphate (source of Vitamin C), Niacin Supplement, Thiamine Mononitrate, Vitamin A Supplement, Calcium Pantothenate, Riboflavin Supplement, Biotin, Vitamin B12 Supplement, Pyridoxine Hydrochloride, Folic Acid, Vitamin D3 Supplement), Taurine, Iodized Salt, L-Carnitine, minerals (Ferrous Sulfate, Zinc Oxide, Copper Sulfate, Manganous Oxide, Calcium Iodate, Sodium Selenite), Mixed Tocopherols for freshness, Natural Flavors, Green Peas, Apples, Cranberries, Carrots, Broccoli, Beta-Carotene

Solid Gold:
Chicken, Chicken Meal, Lentils, Peas, Turkey Meal, Pea Protein, Pea Fiber, Chicken Fat (Preserved with Mixed Tocopherols), Ocean Fish Meal, Apples, Natural Flavors, Flaxseed, Dried Eggs, Potassium Chloride, Choline Chloride, DL-Methionine, Taurine, Salmon Oil (Preserved with Mixed Tocopherols), Calcium Sulfate, Carrots, Pumpkin, Parsley, Cranberries, Blueberries, Lettuce, Celery, Beets, Watercress, Spinach, Dried Chicory Root, Broccoli, Spearmint, Almond Oil (Preserved with Mixed Tocopherols), Sesame Oil (Preserved with Mixed Tocopherols), Yucca Schidigera Extract, Dried Kelp, Thyme, Vitamin A Supplement, Vitamin D3 Supplement, Vitamin E Supplement, Zinc Sulfate, Niacin, Ferrous Sulfate, L-Ascorbyl-2-Polyphosphate (Source of Vitamin C), Calcium Pantothenate, Thiamine Mononitrate, Copper Sulfate, Riboflavin, Pyridoxine Hydrochloride, Manganese Sulfate, Zinc Proteinate, Folic Acid, Calcium Iodate, Manganese Proteinate., Copper Proteinate, Sodium Selenite, Biotin, Vitamin B12 Supplement, Rosemary Extract, Dried Lactobacillus Acidophilus Fermentation Product, Dried Enterococcus Faecium Fermentation Product, Dried Lactobacillus Casei Fermentation Product","05 1, 2018","Don't be fooled by the name, Science Diet is NOT a good dry cat food",False,2018-05-01
p3,B000084DWM,A23GC20Y2J8NM1,,5.0,My boys enjoy this the best of their dry foods. They are picky!!,"04 30, 2018",The best dry food for my Duncan and Malcolm!! (Cats),True,2018-04-30
p3,B000084DWM,AYQQOW0VR0YF5,,5.0,"My new cat, Pepita, really likes this food, which was given to her in the Humane Society of Huron Valley.  I could not  find it locally, and am glad I found it on - where else- Amazon.com!  She also enjoys her wet food, but if her dry food bowl is empty, she will cry for me to fill it!  What really pleases  me is that she likes both foods that are extremely good for her!!!","04 30, 2018",I like it because Pepita loves it!,True,2018-04-30
p3,B000084DWM,A2TIW6JMKSAUQB,,1.0,Bigger pieces than what I buy at Petsmart. Cat has been vomiting for 2 days. Will only buy from Petsmart from now on.,"04 26, 2018",Cat can't eat,True,2018-04-26
p3,B000084DWM,A22JQ4V7R0TWJJ,,1.0,I purchased this for my indoor cats thinking that Hill's was quality food. Both indoor cats threw it up so rather than return it I decided to put it our for the ferals. I feed them daily a cheap food I get from Sams. I just went out front to add some chicken to the pan and more throw up!!!! I'm pulling the food and trashing it. Something is wrong with this food. It might be tainted!!,"04 22, 2018",BEWARE OF THIS FOOD,True,2018-04-22
p3,B000084DWM,AW3TURX6EHXP4,,5.0,"""I Love it""  Well not me personally, our cats do, or so they tell me. Just the other day Felix was telling between stuffed his mouth for breakfast that this is his favorite food. Better than the dumpster junk he had to fight the other cats for and he thanked me again for serving his meals on time.
Now Brad can't stop praising this food. It's the only thing he will eat. Cheap food he can smell when you bring it into the room and he will not even get up. If he is really disgusted he will leave the room but this stuff is fresh and tasty and always gets him to the bowl.
I would prefer a seal-able bag though. I have to transfer this to gallon zip lock bags to keep it fresh.","04 20, 2018",Great taste... so I'm told.,True,2018-04-20
p3,B000084DWM,A1IKQ2WXNGKXL6,,5.0,Love Science Diet Products,"04 16, 2018",Love Science Diet Products,True,2018-04-16
p3,B000084DWM,A3K3561MWRR3J,,5.0,"Cats all love it
And not too many pukes lol","04 6, 2018",Cats all love it And not too many pukes lol,False,2018-04-06
p3,B000084DWM,A35623NIPMXBE3,,5.0,Cats like it..better for my cats than other brands and Ive noticed the smell in the litter box is not as strong.glad I purchased,"03 28, 2018",Cats like it.,True,2018-03-28
p3,B000084DWM,A4SJ8N7L7LC9T,,5.0,Even my picky dog likes this.  She eats this along with her cat/lol,"03 28, 2018",Five Stars,True,2018-03-28
p3,B000084DWM,ACXMH1WLEESM4,,5.0,"After long experience with 6 indoor and indoor/outdoor cats, Science Diet is the first food I try. I have never had to switch to something else, because none of my cats objected to or was intolerant of it. They all have had good physical and behavioral health. Cats are individuals; even with a dry food diet, some like canned food as a treat or supplement. They will tell you!

My strongest evidence for this food was my beloved Suki, an 8-lb female, who enjoyed 21 yrs and 6 mos of a healthy and active life, with annual checkups but otherwise few trips to the vet. Unlike my other cats, she ate only this food, having virtually no interest in anything else.","03 22, 2018",30+ years of positive experience,False,2018-03-22
p3,B000084DWM,AQ62SNX2DJXM7,,5.0,"I just transitioned my cats from their kitten food to this one as they are ready for adult food.  They love it.  I have been slowly transitioning by mixing it in with their previous food and they are eating these pieces, leaving the old one in the dish.  I guess I will buy it again for them :-)","03 18, 2018",First time trying adult food and they love it!,True,2018-03-18
p3,B000084DWM,A2CM5C80U8GSMA,,3.0,Was not well received just like most healthy diets.,"03 11, 2018",Three Stars,True,2018-03-11
p3,B000084DWM,A1O3UXMAN62I6V,,5.0,"Recommended for my cats by their vet. They love it. No complaints, unless, that is, the food bowl isn't completely full. In that case, watch out!","03 10, 2018",Recommended for my cats by their vet,True,2018-03-10
p3,B000084DWM,A2M1PMG4QYNB78,,1.0,"It came in a hills science diet bag but this food is not the original product.  I've been buying this food for years,  this kibble is 3 times bigger than real product.","03 10, 2018",Its not real science diet food. Fake!,True,2018-03-10
p3,B000084DWM,AXUAURYAPY4I0,,5.0,"My cat cat is super picky!!! Hills science is all she eats, she vomits on anything else.","03 9, 2018",Great product!,True,2018-03-09
p3,B000084DWM,A3D1KD9IYP6KCI,,5.0,"Nothing wrong with the food - cat developed allergy and had to switch from Science Diet.  Otherwise, he loved it.","03 7, 2018",he loved it.,True,2018-03-07
p3,B000084DWM,A4UOFQETO4KC1,,5.0,I am only basing this rating on how my cats joyfully eat this (one of them a little TOO joyfully). The dry food they were previously getting brought them no joy. They are both gorgeous tabby cats with bright green-yellow eyes and nice coats. This is true no matter what they eat. But this food makes them happy and that's probably making their eyes even brighter! #calmdowncrazycatlady,"03 6, 2018",My cats LOVE it,True,2018-03-06
p3,B000084DWM,A35X2JJI49OBZP,,5.0,"The kitties love the size and shape of this kibble.  I'm pretty sure they like the taste too.  We sometimes use this for treats because they enjoy it so much.  And all the kitties love it.  We currently have ten (too many, I know) and all of them love this kibble.","02 25, 2018",Kitties love it,True,2018-02-25
p3,B000084DWM,AERWJQP6L2R0H,,4.0,"my elderly rescue cat ejoys this one. She does not enjoy all Science diet foods however.  I mistakenly bough her a different one once and she refused to eat.  I boughr this one hoping she would eat it and she did. This is great for old picky cats.  My old lady will not even eat any form of chicken or canned tuna! only fresh. Why she like this one I do not know because its made with chicken. She does and that's enough for me, because this brand is supposedly one of the better ones and her health is very important to me.  I do supplant her diet with wet foods because i have noted that if she does not eat wet foods her coat becomes more dull and course. My cat prefers tuna, raw over anything else. I don't always have raw tuna on hand, but the wet tuna cat foods seem to be agreeable for her, but she won't eat the chicken.  Who knows.  I hope that's helpful.","02 24, 2018",She does not enjoy all Science diet foods however,True,2018-02-24
p3,B000084DWM,A308FSJNLAC4R9,,5.0,"after 3 years of only eating snacks for his food, I bought this on a whim. he loves it. another cat in the house tried it and loved it also!","02 20, 2018",another cat in the house tried it and loved it also,True,2018-02-20
p3,B000084DWM,A3UHGHNEZG5Y7E,,1.0,"This product is NOT GENUINE! I noticed that the kibbles were 3x the size they normally are from the exact same bag I get at pet smart. My cat would eat then violently throw up afterwards. I had to take her to the vet because this gave her an allergic reaction and was having problems breathing! My vet figured out that it was the food. She said ahe gets a lot of issues from people ordering off of Amazon lately. There must be some scammers on here. I love Amazon, but this really hurt my cat and cost me a ton in vet bills. I bought blue buffalo from pet smart and my cat loves it and hasn't had any problems at all. Buyers beware on Amazon!","02 11, 2018",Fake product!,True,2018-02-11
p3,B000084DWM,A317KZNPSECEM9,,3.0,"I ordered this to get away from CORN being used in the product, but sorry to say it also has corn in it.  So I'm feeding it but still looking for a more approate food for my cats.","02 3, 2018","Still has corn,  I'm still looking for better quality food",True,2018-02-03
p3,B000084DWM,A1MAMAWUHBVEFU,,5.0,"I adopted my cat from a shelter and they sent me home with a smaller bag of this
and he seems to like it and doing well on it so i decided to buy a bigger one! My cat eats it so im happy","01 19, 2018",the boss likes it and so do I,True,2018-01-19
p3,B000084DWM,A11GPC67S8EWVT,,5.0,My two Cats are happy with new food,"01 19, 2018",Cats are Happy,True,2018-01-19
p3,B000084DWM,AZOCADWL9N2H2,,5.0,"My Ginger Pie, eats this original formula. She gets 1/3 cup roughly 2 times a day or less if she is not really finishing. Crumbs go outside for birds (she is an indoor only cat)

My other Cat, Hogan, prefers the SD hairball formula.

Neither will touch the other's food. I don't know why this should be. She does seem to have more hairballs than he does. I brush them both.

I've used SD for many years, for many cats while doing rescue, unless a cat has a special need and something else is called for. I had one cat live to be 26. I have happy, healthy cats. I like that this does not have too much protein, and we don't seem to have too many kidney and renal issues on it. They can only metabolize so much, as they are domesticated.

I tend to feel many people overthink the cat food, and underthink enrichment and spending time with the cats, entertaining them, brushing, etc. Play with your cats.","01 17, 2018","Well balanced, sans hype and mythos",True,2018-01-17
p3,B000084DWM,A2A7ZAOZS8HK4L,,5.0,Great nutrition for my cats. They have sensitive stomachs and it doesn't make them vomit,"01 13, 2018",Five Stars,True,2018-01-13
p3,B000084DWM,A1F6LW1J8A4677,,4.0,Feeding five cats and they all love this food.,"01 8, 2018",Four Stars,True,2018-01-08
p3,B000084DWM,A338RUYCRP8FU1,,4.0,"Too many calories, 504 cal/cup, so I give my cat only about 15 pieces a day, mixed in with Halo kibble. Good nutritionally.","01 4, 2018",Too many calories,False,2018-01-04
p3,B000084DWM,A2W82I3I0SSPMM,,5.0,"love it! I have 2 eight month old cats, didn't realize I bought the adult cat formula but they love it! They won't even eat their old kitten food!","01 4, 2018",My two kitties,False,2018-01-04
p3,B000084DWM,A12VUKAQEW5KGO,,5.0,This brand was recommended by my Vet and my cat has been getting this formula for a few years now.,"12 31, 2017",Vet recommended,True,2017-12-31
p3,B000084DWM,AQDW6PBLA7EJ2,,5.0,My cat enjoys this hard food.,"12 27, 2017",Five Stars,True,2017-12-27
p3,B000084DWM,A2GLAS20ZF64VR,,5.0,"I have 5 cats eating this food and what I like about it is that my cats who need weight control can eat it, my petite ""queen of the hairballs can eat it"" as can my cats who need a regular diet.  Everyone likes the taste and very little is left behind.  It's much easier than buying three different bags of food.","12 18, 2017",One food for five cats with different needs-shelf space resored,True,2017-12-18
p3,B000084DWM,APJYFAB5WIWVP,,5.0,Great quality cat food. My 2 cats love it. Recommended,"12 14, 2017",Excellent cat food,True,2017-12-14
p3,B000084DWM,A394BHMB40JFXS,,5.0,"So good, even my dog loves it!
This has worked on my cat for 10 years
SUBSCRIBE AND SAVE IS NOT REAL. NO MATTER HOW HARD YOU TRY, YOU WONT GET ANYTHING TO WORK. I HAVE TRIED FOR A YEAR.","12 12, 2017","Good stuff, used it for 10 years -HOWEVER, YOU WILL NEVER GET SUBSCRIBE& SAVE TO WORK",True,2017-12-12
p3,B000084DWM,A3IEG95H4MVI3D,,5.0,Very easy switch from the Hills Science Diet Kitten to this adult package. My cat loves it. No issues at all. Will purchase again,"12 10, 2017",Great product,False,2017-12-10
p3,B000084DWM,A3A6C5GK5TKG31,,5.0,This is very good food and my cats like the taste,"12 8, 2017",Five Stars,False,2017-12-08
p3,B000084DWM,AKAHYGBKKD9FG,,5.0,We have 3 rescue cats and they all like this kibble.,"12 6, 2017",Cats love it!!!!,True,2017-12-06
p3,B000084DWM,A34132B7XC27BZ,,5.0,"cat loves it, Hills makes great cat food.","12 3, 2017",Trusted brand,True,2017-12-03
p3,B000084DWM,A1LIH3DPTZKWE9,,1.0,Pieces are too big and like everyone else - my cats are throwing up and no way to get a refund. This will be my last bag of this. Will switch to another brand.,"11 23, 2017",Don't buy - Pieces are meant for dog.,True,2017-11-23
p3,B000084DWM,A15V5Y22JH2A0O,,5.0,My cats love this food.,"11 22, 2017",Good quality food,True,2017-11-22
p3,B000084DWM,A3CVUZWNPWP9C5,,5.0,Just what the vet ordered! Cats still a bit picky. But they wouldnt be cats  if they were not picky and a bit on spoiled side!,"11 15, 2017",Just what the vet ordered! Cats still a bit ...,True,2017-11-15
p3,B000084DWM,AOAYPMBI8XUIT,,5.0,"My cats really like Hill's Science Diet cat food - However, I have one cat with a serious hairball problem, so I switched to the Hill's Science Diet Adult Hairball Formula.  They still love the food, and the hairball problem is solved.","11 11, 2017",My cats really like Hill's Science Diet cat food - However,True,2017-11-11
p3,B000084DWM,A1KNTT587JY4DC,,5.0,The cats are thrilled with this - and it's one of the first kibbles that actually smells wholesome to me.  Thanks!,"11 4, 2017",The cats are thrilled with this - and it's one ...,True,2017-11-04
p3,B000084DWM,A3EZGLC0KIHFN3,,5.0,"awesome food. purchasing this brand for awhile. she use to have a little blood in her stool.
that all stopped when i started using this product.
i also mix this food with another, its science diet Perfect weight.
I recommend BOTH products.","11 3, 2017",Nice.,True,2017-11-03
p3,B000084DWM,A3F9I4AL5PWNN1,,5.0,"My cat loves this food! He has quite a delicate stomach and is very prone to hair balls but after I started feeding him this a couple of months ago, hes had far fewer problems. The food itself looks and smells far better than other cat foods Ive bought and I really think the quality of the ingredients is pretty high! Very happy with this food!","11 3, 2017",Great value for good quality food,True,2017-11-03
p3,B000084DWM,AG43AWG3N2NYD,,5.0,this food saved 2 of my cats lives before they were sick throwing up diarrhea the vet said the other dry cat food CONTAINED WAY TOO MUCH JUNK .its poison ...the one that start with the letters  F  and P,"10 29, 2017",BUY THIS save your cats lives not that other junk,True,2017-10-29
p3,B000084DWM,A3VHU83UQ41FCQ,,5.0,Apart from temptation cat treat this is the only product I feed my 3 cats. Their coats are so silky and healthy.,"10 29, 2017",Great produvt,True,2017-10-29
p3,B000084DWM,A1DIOEWXWTA92Y,,5.0,"Its cat food, my cat eats it","10 27, 2017",Five Stars,True,2017-10-27
p3,B000084DWM,APVVFW5Y9HPQA,,5.0,Cats like this blend,"10 24, 2017",Five Stars,True,2017-10-24
p3,B000084DWM,A1I9FPLH9B268Z,,5.0,My cats love this stuff !,"10 24, 2017",Good quality food,True,2017-10-24
p3,B000084DWM,A2TLZGXB2DUWEH,,5.0,I only feed Hill's Science Diet!,"10 23, 2017",Keeps my cat healthy and energetic,True,2017-10-23
p3,B000084DWM,A6KVCVML71ZU0,,5.0,"I have been feeding my cats Hill's Science Diet dry food for over 10 years. They always eat everything in the bowl. If they like it, then I like it.","10 19, 2017",Cats love this dry food,True,2017-10-19
p3,B000084DWM,A35D3SE3ZAY9CU,,5.0,"My current kitties LOVE this recipe!  My family and I rescued a young mother cat and her 8 babies (4 weeks old) from a car. Neighbors actually alerted us to this car and said the kitties had been in there for 5 days, I ran out of the house to check it out.  We called the Police who came promptly and found the person responsible.  We took in 2 kittens, our neighbor took 1 kitty and my older son came and took 1 kitty.  That left the mother and 4 kittens.  The lady whose cats they were convinced the Police that now she could take care of the rest. Well, the next day the mother and 4 babies were left on our porch!
We took the two we had taken to our Vet who immediately put them on Hill's Science Diet for kittens and soft food.  They adapted very well and now with them turning a year, we are going to the next step of the Hill's Science Diet.
THEY LOVE THIS FOOD!","10 16, 2017",MY KITTIES LOVE THIS FOOD!,True,2017-10-16
p3,B000084DWM,AU91GKI57U20E,,5.0,"I can't even begin to descible how great this food is! Prior to getting Hill's Science, I was feeding my cat that junk/cheap food from the grocery store that was equivalent to eating air. That food never filled him up and I was always over feeding him while constantly waking up at 3:00 or 4:00 in the morning to feed him because his 9:00 pm feeding couldn't carry him through the night. While he never gained any weight from that method, it wasn't the best for either of us.

His vet gave me a list of foods that he recommended and I decided to give this a try. He's been on it for about 2 weeks now and I can't believe the difference! He sleeps thorough the night and his morning feeding will carry him up until dinner with no problems! Without a doubt I will be purchasing this again, and again, and again!","10 13, 2017",BIG difference & life saver!,True,2017-10-13
p3,B000084DWM,A293A563YNRLUO,,4.0,"Cats like it, price was good.","10 3, 2017",Cats like it,True,2017-10-03
p3,B000084DWM,A3VOQGE71LUZU6,,5.0,Cats like it. I've been feeding science diet to them for a long time and have had no issues.,"09 29, 2017",Cats like it. I've been feeding science diet to them ...,True,2017-09-29
p3,B000084DWM,A3H3KT6N1RI55Y,,5.0,My cat freaking loves this stuff.,"09 25, 2017",It's really good for your cat,True,2017-09-25
p3,B000084DWM,A38VQEAQTDAML,,5.0,My cat likes the taste of it. He prefers it over more expensive ones and less expensive ones. I think he likes it just as much as he likes wet food.,"09 22, 2017",My cat likes it,True,2017-09-22
p3,B000084DWM,AU3859F72I7WF,,5.0,Cats love the dry food from hill's science diet food,"09 20, 2017","Great, my cats love it.",True,2017-09-20
p3,B000084DWM,A9W1V89NK0S1A,,4.0,"Good healthy food, and one my cat will actually eat","09 11, 2017",Four Stars,True,2017-09-11
p3,B000084DWM,A24YCW01ESJXX7,,5.0,"for larger cats, fast shipping  cat food has large pieces, not for kittens","09 6, 2017",Five Stars,True,2017-09-06
p3,B000084DWM,A34ISR12U85RJM,,5.0,"Great, healthy cat food - it comes highly recommended by our vet, and all our cats enjoy it. We have two who are over 14 years old and going strong and have eaten science diet nearly exclusively.","08 20, 2017","Great, healthy cat food - it comes highly recommended ...",True,2017-08-20
p3,B000084DWM,A1PIF8DKHI719A,,5.0,This is what we've fed our cats since we adopted them 5 years ago. Our trusted vet confirmed that Hill's Science Diet gave them all the nutritional values they require.,"08 15, 2017","My cats say ""Mmmmgood""",True,2017-08-15
p3,B000084DWM,A24CCQPDY8FU5B,,4.0,"My cat's digestion does better on this than with other brands, I'm guessing because it's high in fiber.  The only thing I REALLY don't like is that the individual pieces are huge.  They are bigger than pieces of full-grown, large-breed dog food!  My cat has to gnaw at them and then I end up with little half chewed pieces on my floor.  I don't know why they would make them that big for cats.  The resealable bag is a plus, though!","08 15, 2017","Too Large in Size, but Otherwise Good",False,2017-08-15
p3,B000084DWM,A1LZN8B8FHZ78Y,,5.0,"I was using Purina One when one of my male cats had a urinary tract blockage & had to have a stent put in.  The Vet Tech said she used to have that problem and since she switched to Hill's Science Diet food, she hasn't had any other problems.  That is when I changed foods and now I use Hill's exclusively with no other problems.","07 31, 2017",Quality Cat Food,True,2017-07-31
p3,B000084DWM,A12XDTMK58O5RJ,,5.0,"Hill's Science Diet Adult Optimal Care Chicken Recipe Dry Cat Food

how this food has transformed my shorthair cats coat is amazing! highly recommend it, but i do prefer their .6 phosphorus food better. chose this food because needed a high calorie food to put weight on the cat. also wanted as low a phosphorus content as possible. this was the food. the cat had been a stray. coat was wirey. in less than three months, this food transformed the coat to sooooo soft! the coat along the spine was the last to become soft.

after getting weight ideal, will be switching to science diet adult light. it has the lowest phosphorus content (without an Rx), which i use for all cats for kidney heath regardless of their age. it produces just as good a coat, but is much lower in calories.","07 28, 2017",soft coat,False,2017-07-28
p3,B000084DWM,A2D4X9GZN0NV3Z,,5.0,I have been feeding this cat food to my beloved furbabies for over 15 years now. It is a well balanced nutritional food. I would recommend it highly!!,"07 27, 2017",The cat food for my five cats!!,True,2017-07-27
